seed,corrupt,r01,r10,precision,recall,f1,TP,FP,FN
31,100,0.7,0.5,0.6831683168316832,0.69,0.6865671641791044,69,32,31
31,100,0.7,0.4,0.7448979591836735,0.73,0.7373737373737373,73,25,27
31,100,0.7,0.3,0.7352941176470589,1.0,0.8474576271186441,100,36,0
31,100,0.6,0.6,0.5555555555555556,1.0,0.7142857142857143,100,80,0
31,10,0.6,0.3,0.18181818181818182,1.0,0.3076923076923077,10,45,0
31,10,0.6,0.4,0.18181818181818182,1.0,0.3076923076923077,10,45,0
31,10,0.5,0.3,0.19230769230769232,1.0,0.32258064516129037,10,42,0
31,10,0.7,0.5,0.17857142857142858,1.0,0.30303030303030304,10,46,0
31,10,0.7,0.4,0.19230769230769232,1.0,0.32258064516129037,10,42,0
31,10,0.7,0.3,0.24390243902439024,1.0,0.39215686274509803,10,31,0
31,50,0.3,0.6,0.37037037037037035,1.0,0.5405405405405406,50,85,0
31,50,0.3,0.7,0.32894736842105265,1.0,0.4950495049504951,50,102,0
31,50,0.4,0.5,0.3401360544217687,1.0,0.5076142131979695,50,97,0
31,50,0.5,0.7,0.28735632183908044,1.0,0.4464285714285714,50,124,0
31,50,0.5,0.6,0.3401360544217687,1.0,0.5076142131979695,50,97,0
